Screen,Section/Panel,Element Type,Element Label/Name,Notes,Logic,Input Data,Output Data
New Submission Page,Form,Field,Submission Type,Radio selection (New Business / Cross-Sell / Renewal),Select submission type,User selection,Form state: type
New Submission Page,Form,Field,Account Number,Account lookup with validation,Capture and validate account number,User entry,Form state + GET /api/accounts/{number}
New Submission Page,Form,Field,Account Name,Auto-populated from account number,Render looked-up account name,Account lookup result,-
New Submission Page,Form,Field,Member Type,"Dropdown (K-12 Public, Charter, Private, University, etc.)",Select member type,User selection,Form state: memberType
New Submission Page,Form,Field,Enrollment,Numeric input,Capture enrollment count,User entry,Form state: enrollment
New Submission Page,Form,Field,State,State/region selection,Select state,User selection,Form state: state
New Submission Page,Form,Field,Effective Date,Date picker,Capture effective date,User selection,Form state: effectiveDate
New Submission Page,Form,Field,Need By Date,Date picker,Capture need-by date,User selection,Form state: needByDate
New Submission Page,Form,Field,Products,Multi-select product lines dropdown,Select products,User selection,Form state: products
New Submission Page,Form,Field,Brokerage,Dropdown of brokerages,Select brokerage,User selection + GET /api/brokerages,Form state: brokerageId
New Submission Page,Form,Field,Broker Contact,Dropdown filtered by selected brokerage,Select broker contact,form.brokerageId + GET /api/brokerages/{id}/contacts,Form state: brokerContactId
New Submission Page,Form,Field,Underwriter,Dropdown of UW team members,Select assigned UW,GET /api/users?role=underwriter,Form state: underwriterId
New Submission Page,Form,Field,UW Specialist,Dropdown of UW specialists,Select UW specialist,GET /api/users?role=specialist,Form state: specialistId
New Submission Page,Form,Field,Notes,Free-text notes field,Capture notes,User entry,Form state: notes
New Submission Page,Documents,Section Header,Submission Documents,Document upload section,Render section header,Static text,-
New Submission Page,Documents,Button,Add Document,Trigger file upload,Open file picker,User click,File picker state
New Submission Page,Documents,Drop Zone,Drop files here or click to browse,Drag-drop area for files,Accept dropped files,User drag-drop,POST /api/documents (multipart)
New Submission Page,Documents,Button,Preview,Preview uploaded document,Open Doc Preview modal,document.id,Modal open state
New Submission Page,Documents,Button,Remove,Delete uploaded document,Remove document from submission,document.id,DELETE /api/documents/{id}
New Submission Page,AI Banner,Section Header,AI Recognition,AI parse results summary,Render AI banner,AI parse result,-
New Submission Page,AI Banner,Badge,Detected Kind,AI-inferred submission type,Render detected kind,aiResult.kind,-
New Submission Page,AI Banner,Badge,Member Count,Detected member count in submission,Render detected member count,aiResult.memberCount,-
New Submission Page,AI Banner,Button,Use Detected Kind,Accept AI suggestion,Apply AI suggestion to form,aiResult.kind,Updates form.type
New Submission Page,AI Banner,Button,Dismiss,Close banner,Dismiss AI banner,UI state,Banner dismissed
New Submission Page,Footer,Button,Cancel,Exit page without saving,Navigate back,User click,Route: /submissions (back)
New Submission Page,Footer,Button,Create Submission,Submit form and create submission,Submit new submission,Form state + documents,POST /api/submissions -> Route: /submissions/{id}
Submission Detail,Risk Tab - Key Exposure Metrics,Section Header,Key Exposure Metrics,Top left card with accent color,Render section header,Static text,-
Submission Detail,Risk Tab - Key Exposure Metrics,Field,Total Insured Value (TIV),"Read-only display: $412,000,000",Render TIV value,submission.risk.tiv,-
Submission Detail,Risk Tab - Key Exposure Metrics,Field,Per-Occurrence SIR,"Read-only display: $50,000",Render per-occurrence SIR,submission.risk.sir.perOccurrence,-
Submission Detail,Risk Tab - Key Exposure Metrics,Field,Annual Aggregate SIR,"Read-only display: $150,000",Render annual aggregate SIR,submission.risk.sir.aggregate,-
Submission Detail,Risk Tab - Key Exposure Metrics,Field,Largest Single Location,"Read-only display: $28,400,000",Render largest single location TIV,submission.risk.largestLocation,-
Submission Detail,Risk Tab - Key Exposure Metrics,Field,Total Sq. Footage,"Read-only display: 2,140,000 sq ft",Render total square footage,submission.risk.totalSqFt,-
Submission Detail,Risk Tab - Key Exposure Metrics,Field,No. of Buildings,Read-only display: 142,Render building count,submission.risk.buildingCount,-
Submission Detail,Risk Tab - Property & Construction Details,Section Header,Property & Construction Details,Top right card spanning 2 columns,Render section header,Static text,-
Submission Detail,Risk Tab - Property & Construction Details,Field,Primary Construction,Read-only: Masonry / Steel Frame,Render construction type,submission.risk.construction,-
Submission Detail,Risk Tab - Property & Construction Details,Field,Roof Type,Read-only: Modified Bitumen / TPO,Render roof type,submission.risk.roofType,-
Submission Detail,Risk Tab - Property & Construction Details,Field,Year Built (Avg.),Read-only: 1968 (Range: 1942-2019),Render average year built,submission.risk.yearBuiltAvg,-
Submission Detail,Risk Tab - Property & Construction Details,Field,Sprinkler Coverage,Read-only: 94% of Buildings,Render sprinkler coverage %,submission.risk.sprinklerCoverage,-
Submission Detail,Risk Tab - Property & Construction Details,Field,Occupancy Type,Read-only: Educational (K-12 Public),Render occupancy type,submission.risk.occupancy,-
Submission Detail,Risk Tab - Property & Construction Details,Field,Coinsurance Clause,Read-only: 90% Agreed Value,Render coinsurance,submission.risk.coinsurance,-
Submission Detail,Risk Tab - Property & Construction Details,Field,Valuation Basis,Read-only: Replacement Cost Value,Render valuation basis,submission.risk.valuationBasis,-
Submission Detail,Risk Tab - Property & Construction Details,Field,Flood Zone,Read-only: Zone X - Low Risk,Render flood zone,submission.risk.floodZone,-
Submission Detail,Risk Tab - Property & Construction Details,Field,Earthquake Zone,Read-only: Zone 3 - Moderate,Render earthquake zone,submission.risk.earthquakeZone,-
Submission Detail,Risk Tab - Property & Construction Details,Field,Fire Protection Class,Read-only: Class 3 (ISO),Render fire protection class,submission.risk.fireProtectionClass,-
Submission Detail,Risk Tab - Property & Construction Details,Field,Distance to Fire Stn.,Read-only: 0.8 Miles (Avg.),Render distance to fire station,submission.risk.fireStationDistance,-
Submission Detail,Risk Tab - Property & Construction Details,Field,COPE Score,Read-only: 82 / 100,Render COPE score,submission.risk.copeScore,-
Submission Detail,Risk Tab - Risk Score Breakdown,Section Header,Risk Score Breakdown,Left card with risk scoring bars,Render section header,Static text,-
Submission Detail,Risk Tab - Risk Score Breakdown,Stat,Campus Safety Rating,Score bar: 88/100 (green),Render score bar,submission.risk.scores.campusSafety,-
Submission Detail,Risk Tab - Risk Score Breakdown,Stat,Claims Severity Index,Score bar: 34/100 (green),Render score bar,submission.risk.scores.claimsSeverity,-
Submission Detail,Risk Tab - Risk Score Breakdown,Stat,Policy Complexity,Score bar: 61/100 (amber),Render score bar,submission.risk.scores.policyComplexity,-
Submission Detail,Risk Tab - Risk Score Breakdown,Stat,Litigation Exposure,Score bar: 22/100 (green),Render score bar,submission.risk.scores.litigationExposure,-
Submission Detail,Risk Tab - Risk Score Breakdown,Stat,Cyber / Data Risk,Score bar: 48/100 (amber),Render score bar,submission.risk.scores.cyberRisk,-
Submission Detail,Risk Tab - Risk Score Breakdown,Stat,Natural Catastrophe Hazard,Score bar: 39/100 (green),Render score bar,submission.risk.scores.natCat,-
Submission Detail,Risk Tab - Risk Score Breakdown,Stat,Student Injury Frequency,Score bar: 27/100 (green),Render score bar,submission.risk.scores.studentInjury,-
Submission Detail,Risk Tab - Risk Score Breakdown,Stat,Overall Risk Score,Emphasized value: 74 / 100,Compute weighted overall risk score,submission.risk.scores,-
Submission Detail,Risk Tab - Safety & Security Programs,Section Header,Safety & Security Programs,Right card with programs checklist,Render section header,Static text,-
Submission Detail,Risk Tab - Safety & Security Programs,Accordion Section,Emergency Preparedness,Icon + label header,Render accordion section header,Static text,-
Submission Detail,Risk Tab - Safety & Security Programs,Checkbox,Active Shooter Response Drills,Check mark indicator (true),Render program status,submission.risk.programs.activeShooterDrills,-
Submission Detail,Risk Tab - Safety & Security Programs,Checkbox,Fire Evacuation Plan (Current),Check mark indicator (true),Render program status,submission.risk.programs.fireEvacuation,-
Submission Detail,Risk Tab - Safety & Security Programs,Checkbox,Earthquake/Lockdown Protocol,Check mark indicator (true),Render program status,submission.risk.programs.lockdownProtocol,-
Submission Detail,Risk Tab - Safety & Security Programs,Checkbox,Crisis Management Team Active,Check mark indicator (true),Render program status,submission.risk.programs.crisisTeam,-
Submission Detail,Risk Tab - Safety & Security Programs,Accordion Section,Physical Security,Icon + label header,Render accordion section header,Static text,-
Submission Detail,Risk Tab - Safety & Security Programs,Checkbox,24/7 Campus Security Personnel,Check mark indicator (true),Render program status,submission.risk.programs.security247,-
Submission Detail,Risk Tab - Safety & Security Programs,Checkbox,CCTV Coverage (All Campuses),Partial indicator (amber),Render program status,submission.risk.programs.cctv,-
Submission Detail,Risk Tab - Safety & Security Programs,Checkbox,Visitor Check-In System,Check mark indicator (true),Render program status,submission.risk.programs.visitorCheckIn,-
Submission Detail,Risk Tab - Safety & Security Programs,Checkbox,Perimeter Fencing,Check mark indicator (true),Render program status,submission.risk.programs.perimeterFencing,-
Submission Detail,Risk Tab - Safety & Security Programs,Accordion Section,Risk Management Programs,Icon + label header,Render accordion section header,Static text,-
Submission Detail,Risk Tab - Safety & Security Programs,Checkbox,Formal Safety Committee,Check mark indicator (true),Render program status,submission.risk.programs.safetyCommittee,-
Submission Detail,Risk Tab - Safety & Security Programs,Checkbox,Annual Risk Assessment Conducted,Check mark indicator (true),Render program status,submission.risk.programs.annualRiskAssessment,-
Submission Detail,Risk Tab - Safety & Security Programs,Checkbox,Workers Comp Safety Program,Check mark indicator (true),Render program status,submission.risk.programs.wcSafety,-
Submission Detail,Risk Tab - Safety & Security Programs,Checkbox,Student Supervision Policy,Check mark indicator (true),Render program status,submission.risk.programs.studentSupervision,-
Submission Detail,Risk Tab - Safety & Security Programs,Checkbox,Background Checks - All Staff,Check mark indicator (true),Render program status,submission.risk.programs.backgroundChecks,-
Submission Detail,Risk Tab - Safety & Security Programs,Checkbox,Playground Safety Inspection,Partial indicator (amber),Render program status,submission.risk.programs.playgroundInspection,-
Submission Detail,Risk Tab - Liability & Specialized Exposure Details,Section Header,Liability & Specialized Exposure Details,Bottom card with 4 icon cards,Render section header,Static text,-
Submission Detail,Risk Tab - Liability & Specialized Exposure Details,KPI Card,Abuse & Molestation,Endorsed - $1M sublimit,Render endorsement card,submission.risk.coverages.abuseMolestation,-
Submission Detail,Risk Tab - Liability & Specialized Exposure Details,KPI Card,Educators Legal Liability,Included - $3M limit,Render coverage card,submission.risk.coverages.ell,-
Submission Detail,Risk Tab - Liability & Specialized Exposure Details,KPI Card,Environmental Liability,Excluded - Standalone Policy,Render coverage card,submission.risk.coverages.environmental,-
Submission Detail,Risk Tab - Liability & Specialized Exposure Details,KPI Card,Student Accident,$500K / $1M Agg.,Render coverage card,submission.risk.coverages.studentAccident,-
Submission Detail,Group Members Tab - Header,Pill/Badge,Group Submission,Label badge,Render group badge,submission.kind = group,-
Submission Detail,Group Members Tab - Header,Pill/Badge,Multi-layered rules,Secondary badge,Render secondary badge,group.rules,-
Submission Detail,Group Members Tab - Header,Section Header,Central Texas Schools Consortium,Group name,Render group name,group.name,-
Submission Detail,Group Members Tab - Header,Stat,7 members,Count display,Render member count,group.members.length,-
Submission Detail,Group Members Tab - Header,Stat,3 member types,Diversity count,Count distinct member types,group.members distinct by type,-
Submission Detail,Group Members Tab - Header,Pill/Badge,1 referrals pending,Warning badge with flag icon,Count referrals pending,group.referralsPending,-
Submission Detail,Group Members Tab - KPI Strip,KPI Card,Members,7 (4 member types),Render members count + type count,group.members,-
Submission Detail,Group Members Tab - KPI Strip,KPI Card,Total Enrollment,"7,237 (Across all members)",Sum enrollment across members,group.members.enrollment,-
Submission Detail,Group Members Tab - KPI Strip,KPI Card,Group Premium,"$147,000 (Indicated, pre-credit)",Sum group premium pre-credit,group.members.premium,-
Submission Detail,Group Members Tab - KPI Strip,KPI Card,Group Loss Ratio,54% (Premium-weighted),Compute premium-weighted loss ratio,group.members.lossRatio,-
Submission Detail,Group Members Tab - Performance by Member Type,Column,Member Type,Table column header,Render column header,Static text,-
Submission Detail,Group Members Tab - Performance by Member Type,Column,Count,Table column header,Render column header,Static text,-
Submission Detail,Group Members Tab - Performance by Member Type,Column,Group Premium,Table column header,Render column header,Static text,-
Submission Detail,Group Members Tab - Performance by Member Type,Column,Weighted Loss Ratio,Table column header,Render column header,Static text,-
Submission Detail,Group Members Tab - Performance by Member Type,Column,Pricing Tier,Table column header,Render column header,Static text,-
Submission Detail,Group Members Tab - Performance by Member Type,Column,Authority,Table column header,Render column header,Static text,-
Submission Detail,Group Members Tab - Member Roster,Filter Chip,All,Tier filter button,Clear tier filter,?tier URL param,Clears ?tier
Submission Detail,Group Members Tab - Member Roster,Filter Chip,Preferred,Tier filter button,Filter by tier=preferred,?tier URL param,Sets ?tier=preferred
Submission Detail,Group Members Tab - Member Roster,Filter Chip,Standard,Tier filter button,Filter by tier=standard,?tier URL param,Sets ?tier=standard
Submission Detail,Group Members Tab - Member Roster,Filter Chip,Referred,Tier filter button,Filter by tier=referred,?tier URL param,Sets ?tier=referred
Submission Detail,Group Members Tab - Member Roster,Column,Member,Table column header,Render column header,Static text,-
Submission Detail,Group Members Tab - Member Roster,Column,Type,Table column header,Render column header,Static text,-
Submission Detail,Group Members Tab - Member Roster,Column,State,Table column header,Render column header,Static text,-
Submission Detail,Group Members Tab - Member Roster,Column,Enrollment,Table column header,Render column header,Static text,-
Submission Detail,Group Members Tab - Member Roster,Column,Products,Table column header,Render column header,Static text,-
Submission Detail,Group Members Tab - Member Roster,Column,Est. Premium,Table column header,Render column header,Static text,-
Submission Detail,Group Members Tab - Member Roster,Column,Loss Ratio,Table column header,Render column header,Static text,-
Submission Detail,Group Members Tab - Member Roster,Column,Tier,Table column header,Render column header,Static text,-
Submission Detail,Group Members Tab - Member Roster,Column,Issues,Table column header,Render column header,Static text,-
Submission Detail,Group Members Tab - AI Account Recognition,Section Header,AI Account Recognition - Group Signals,Insights card,Render AI insights section,GET /api/ai/group-signals,-
Submission Detail,Member Broker Tab - View Toggle,Button,Member,View selector button (toggles member view),Switch view to member,?view URL param,Sets ?view=member
Submission Detail,Member Broker Tab - View Toggle,Button,Brokerage,View selector button (toggles brokerage view),Switch view to brokerage,?view URL param,Sets ?view=brokerage
Submission Detail,Member Broker Tab - Member View - Quick Stats,Field,Account Record Type,Stat cell: Institution,Render record type,member.recordType,-
Submission Detail,Member Broker Tab - Member View - Quick Stats,Field,Member Number,Stat cell: 473,Render member number,member.id,-
Submission Detail,Member Broker Tab - Member View - Quick Stats,Field,Physical City,"Stat cell: Westport, CT",Render city + state,member.address.city + state,-
Submission Detail,Member Broker Tab - Member View - Quick Stats,Field,Status,Stat cell: Active,Render member status,member.status,-
Submission Detail,Member Broker Tab - Member View - Quick Stats,Field,Member Since,Stat cell: 2014 - 12 yrs,Render member tenure,member.memberSince,-
Submission Detail,Member Broker Tab - Member View - Account Information,Section Header,Account Information,Account details card,Render section header,Static text,-
Submission Detail,Member Broker Tab - Member View - Account Information,Field,Account Name,Read-only: Brookfield Day School,Render account name,member.accountName,-
Submission Detail,Member Broker Tab - Member View - Account Information,Field,DEC Page Name,Read-only: Brookfield Day School,Render DEC page name,member.decPageName,-
Submission Detail,Member Broker Tab - Member View - Account Information,Field,Preferred Account Name,Read-only: Brookfield Day,Render preferred name,member.preferredAccountName,-
Submission Detail,Member Broker Tab - Member View - Account Information,Field,Member Number,Read-only: 473,Render member number,member.id,-
Submission Detail,Member Broker Tab - Member View - Account Information,Field,Parent Account,Read-only,Render parent account,member.parentAccount,-
Submission Detail,Member Broker Tab - Member View - Account Information,Field,Group,Read-only,Render group,member.group,-
Submission Detail,Member Broker Tab - Member View - Account Information,Field,Group Number,Read-only,Render group number,member.groupNumber,-
Submission Detail,Member Broker Tab - Member View - Account Information,Field,Account Record Type,Read-only: Institution,Render record type,member.recordType,-
Submission Detail,Member Broker Tab - Member View - Account Information,Field,Account Sub-Type,Read-only: Insured,Render sub-type,member.subType,-
Submission Detail,Member Broker Tab - Member View - Account Information,Field,Member Status,Read-only: Member,Render member status,member.memberStatus,-
Submission Detail,Member Broker Tab - Member View - Account Information,Field,Account Status,Read-only: Active,Render account status,member.accountStatus,-
Submission Detail,Member Broker Tab - Member View - Institution Profile,Section Header,Institution Profile,Profile details card,Render section header,Static text,-
Submission Detail,Member Broker Tab - Member View - Institution Profile,Field,Institution Type,Read-only: K-12,Render institution type,member.institutionType,-
Submission Detail,Member Broker Tab - Member View - Institution Profile,Field,Sub-Category,Read-only: Private,Render sub-category,member.subCategory,-
Submission Detail,Member Broker Tab - Member View - Institution Profile,Field,Boarding Options,Read-only: Day only - No boarding,Render boarding options,member.boardingOptions,-
Submission Detail,Member Broker Tab - Member View - Institution Profile,Field,Underwriting Track,Read-only: Choice,Render UW track,member.uwTrack,-
Submission Detail,Member Broker Tab - Member View - Institution Profile,Field,Intercollegiate Football,Read-only: N/A,Render football indicator,member.intercollegiateFootball,-
Submission Detail,Member Broker Tab - Member View - Institution Profile,Field,Education Segment,Read-only: Schools / Colleges,Render segment,member.educationSegment,-
Submission Detail,Member Broker Tab - Member View - Institution Profile,Field,Total Enrollment,Read-only: 842,Render enrollment,member.enrollment,-
Submission Detail,Member Broker Tab - Member View - Institution Profile,Field,Renewal Type,Read-only: Annual,Render renewal type,member.renewalType,-
Submission Detail,Member Broker Tab - Member View - Institution Profile,Field,Budget,"Read-only: $28,400,000",Render budget,member.budget,-
Submission Detail,Member Broker Tab - Member View - Institution Profile,Field,Territory,Read-only: Northeast,Render territory,member.territory,-
Submission Detail,Member Broker Tab - Member View - Address Information,Section Header,Address Information,Address details card,Render section header,Static text,-
Submission Detail,Member Broker Tab - Member View - Address Information,Field,Physical Address 1,Read-only: 32 Riverside Avenue,Render physical address line 1,member.address.line1,-
Submission Detail,Member Broker Tab - Member View - Address Information,Field,Physical Address 2,Read-only,Render physical address line 2,member.address.line2,-
Submission Detail,Member Broker Tab - Member View - Address Information,Field,Physical City,Read-only: Westport,Render physical city,member.address.city,-
Submission Detail,Member Broker Tab - Member View - Address Information,Field,Physical State/Province,Read-only: CT,Render state,member.address.state,-
Submission Detail,Member Broker Tab - Member View - Address Information,Field,Physical Zip/Postal Code,Read-only: 06880,Render zip,member.address.zip,-
Submission Detail,Member Broker Tab - Member View - Address Information,Field,Physical County,Read-only: Fairfield,Render county,member.address.county,-
Submission Detail,Member Broker Tab - Member View - Address Information,Field,Physical Country,Read-only: United States,Render country,member.address.country,-
Submission Detail,Member Broker Tab - Member View - Address Information,Field,Copy from Physical,Read-only,Copy physical to mailing address,member.address,Updates mailing address fields
Submission Detail,Member Broker Tab - Member View - Address Information,Field,Mailing Address 1,Read-only: 32 Riverside Avenue,Render mailing address line 1,member.mailingAddress.line1,-
Submission Detail,Member Broker Tab - Member View - Address Information,Field,Mailing Address 2,Read-only,Render mailing address line 2,member.mailingAddress.line2,-
Submission Detail,Member Broker Tab - Member View - Address Information,Field,Mailing City,Read-only: Westport,Render mailing city,member.mailingAddress.city,-
Submission Detail,Member Broker Tab - Member View - Address Information,Field,Mailing State/Province,Read-only: CT,Render state,member.mailingAddress.state,-
Submission Detail,Member Broker Tab - Member View - Address Information,Field,Mailing Zip/Postal Code,Read-only: 06880,Render zip,member.mailingAddress.zip,-
Submission Detail,Member Broker Tab - Member View - Address Information,Field,Mailing Country,Read-only: United States,Render country,member.mailingAddress.country,-
Submission Detail,Member Broker Tab - Brokerage View - Quick Stats,Field,Account Record Type,Stat cell: Agency - Brokerage,Render record type,brokerage.recordType,-
Submission Detail,Member Broker Tab - Brokerage View - Quick Stats,Field,Account ID,Stat cell: 10591,Render account ID,brokerage.id,-
Submission Detail,Member Broker Tab - Brokerage View - Quick Stats,Field,Physical City,Stat cell: New York,Render city,brokerage.address.city,-
Submission Detail,Member Broker Tab - Brokerage View - Quick Stats,Field,Physical State,Stat cell: NY,Render state,brokerage.address.state,-
Submission Detail,Member Broker Tab - Brokerage View - Quick Stats,Field,Parent Account,Stat cell: Marsh & McLennan Companies,Render parent account,brokerage.parentAccount,-
Submission Detail,Member Broker Tab - Brokerage View - Account Information,Field,Account Name,Read-only: Marsh McLennan Agency,Render account name,brokerage.accountName,-
Submission Detail,Member Broker Tab - Brokerage View - Account Information,Field,Preferred Account Name,Read-only: Marsh McLennan,Render preferred name,brokerage.preferredAccountName,-
Submission Detail,Member Broker Tab - Brokerage View - Account Information,Field,Parent Account,Read-only: Marsh & McLennan Companies,Render parent account,brokerage.parentAccount,-
Submission Detail,Member Broker Tab - Brokerage View - Account Information,Field,Account Record Type,Read-only: Agency - Brokerage,Render record type,brokerage.recordType,-
Submission Detail,Member Broker Tab - Brokerage View - Account Information,Field,Account Sub-Type,Read-only: Brokerage,Render sub-type,brokerage.subType,-
Submission Detail,Member Broker Tab - Brokerage View - Account Information,Field,Account ID,Read-only: 10591,Render account ID,brokerage.id,-
Submission Detail,Member Broker Tab - Brokerage View - Account Information,Field,Account Status,Read-only: Active,Render account status,brokerage.accountStatus,-
Submission Detail,Member Broker Tab - Brokerage View - Account Information,Field,Phone,Read-only: (203) 555-1100,Render phone,brokerage.phone,tel: link
Submission Detail,Member Broker Tab - Brokerage View - Account Information,Field,Fax,Read-only: (203) 555-1109,Render fax,brokerage.fax,-
Submission Detail,Member Broker Tab - Brokerage View - Address Information,Field,Physical Address 1,Read-only: 1166 Ave of the Americas,Render physical address line 1,brokerage.address.line1,-
Submission Detail,Member Broker Tab - Brokerage View - Address Information,Field,Physical Address 2,Read-only: Floor 4,Render physical address line 2,brokerage.address.line2,-
Submission Detail,Member Broker Tab - Brokerage View - Address Information,Field,Physical City,Read-only: New York,Render city,brokerage.address.city,-
Submission Detail,Member Broker Tab - Brokerage View - Address Information,Field,Physical State/Province,Read-only: NY,Render state,brokerage.address.state,-
Submission Detail,Member Broker Tab - Brokerage View - Address Information,Field,Physical Zip/Postal Code,Read-only: 10036-2708,Render zip,brokerage.address.zip,-
Submission Detail,Member Broker Tab - Brokerage View - Address Information,Field,Physical Country,Read-only: United States,Render country,brokerage.address.country,-
Submission Detail,Member Broker Tab - Brokerage View - Address Information,Field,Mailing Address 1,Read-only: 1166 Ave of the Americas,Render mailing address line 1,brokerage.mailingAddress.line1,-
Submission Detail,Member Broker Tab - Brokerage View - Address Information,Field,Mailing Address 2,Read-only: Floor 4,Render mailing address line 2,brokerage.mailingAddress.line2,-
Submission Detail,Member Broker Tab - Brokerage View - Address Information,Field,Mailing City,Read-only: New York,Render city,brokerage.mailingAddress.city,-
Submission Detail,Member Broker Tab - Brokerage View - Address Information,Field,Mailing State/Province,Read-only: NY,Render state,brokerage.mailingAddress.state,-
Submission Detail,Member Broker Tab - Brokerage View - Address Information,Field,Mailing Zip/Postal Code,Read-only: 10036-2708,Render zip,brokerage.mailingAddress.zip,-
Submission Detail,Member Broker Tab - Brokerage View - Address Information,Field,Mailing Country,Read-only: United States,Render country,brokerage.mailingAddress.country,-
Submission Detail,Member Broker Tab - Brokerage View - Broker Roles,Section Header,Broker Roles,Contacts table with badge,Render section header,Static text,-
Submission Detail,Member Broker Tab - Brokerage View - Broker Roles,Column,Contact,Table column header,Render column header,Static text,-
Submission Detail,Member Broker Tab - Brokerage View - Broker Roles,Column,Phone,Table column header,Render column header,Static text,-
Submission Detail,Member Broker Tab - Brokerage View - Broker Roles,Column,Email,Table column header,Render column header,Static text,-
Submission Detail,Member Broker Tab - Brokerage View - Broker Roles,Column,Product Access,Table column header,Render column header,Static text,-
Submission Detail,Member Broker Tab - Brokerage View - Broker Roles,Column,Broker Role,Table column header,Render column header,Static text,-
Submission Detail,Documents Tab - Documents,Section Header,Documents,Main documents card,Render section header,Static text,-
Submission Detail,Documents Tab - Documents,Button,Upload Document,Primary action button,Open file picker to upload document,User click,POST /api/documents (multipart)
Submission Detail,Documents Tab - Folder Sidebar,Button,Submission-level,Folder selector (Shared docs),Switch folder to submission-level,?folder URL param,Sets ?folder=submission
Submission Detail,Documents Tab - Folder Sidebar,Button,Employment Practices,Folder selector (EPL docs),Switch folder to EPL,?folder URL param,Sets ?folder=epl
Submission Detail,Documents Tab - Folder Sidebar,Button,Educators Legal,Folder selector (ELL docs),Switch folder to ELL,?folder URL param,Sets ?folder=ell
Submission Detail,Documents Tab - Folder Sidebar,Button,General Liability,Folder selector (GL docs),Switch folder to GL,?folder URL param,Sets ?folder=gl
Submission Detail,Documents Tab - Folder Sidebar,Button,Cyber Liability,Folder selector (Cyber docs),Switch folder to Cyber,?folder URL param,Sets ?folder=cyber
Submission Detail,Documents Tab - Folder Header,Pill/Badge,Uploaded Count,Display: X Uploaded,Count uploaded docs in folder,documents filtered by status,-
Submission Detail,Documents Tab - Folder Header,Pill/Badge,Missing Count,Display: X Missing,Count missing required docs,documents filtered by status,-
Submission Detail,Documents Tab - Folder Header,Search,Search Input,Placeholder: Search in folder...,Filter folder docs by query,User text,Sets ?q=<text>
Submission Detail,Documents Tab - Document List,Section Header,Application,Category pill badge,Render category section,Static text,-
Submission Detail,Documents Tab - Document List,Section Header,Loss,Category pill badge,Render category section,Static text,-
Submission Detail,Documents Tab - Document List,Section Header,Financial,Category pill badge,Render category section,Static text,-
Submission Detail,Documents Tab - Document List,Section Header,Property,Category pill badge,Render category section,Static text,-
Submission Detail,Documents Tab - Document List,Section Header,Compliance,Category pill badge,Render category section,Static text,-
Submission Detail,Documents Tab - Document List,Section Header,Member,Category pill badge,Render category section,Static text,-
Submission Detail,Documents Tab - Document List,Section Header,Broker,Category pill badge,Render category section,Static text,-
Submission Detail,Documents Tab - Document Card,Stat,Document Name,Clickable link to preview,Render doc name; open preview on click,document.name,Modal open (Doc Preview)
Submission Detail,Documents Tab - Document Card,Stat,File Type,Display: PDF/XLSX/MSG,Render file extension,document.fileType,-
Submission Detail,Documents Tab - Document Card,Stat,File Size,Display: KB/MB,Render file size,document.size,-
Submission Detail,Documents Tab - Document Card,Stat,Upload Date,Display: upload timestamp,Render upload date,document.uploadedAt,-
Submission Detail,Documents Tab - Document Card,Stat,Uploaded By,Display: uploader name,Render uploader name,document.uploadedBy,-
Submission Detail,Documents Tab - Document Card,Pill/Badge,Status,Uploaded/InReview/Missing indicator,Render status badge,document.status,-
Submission Detail,Documents Tab - Document Card,Pill/Badge,Required Indicator,Required or Missing Required badge,Render required badge,document.required,-
Submission Detail,Documents Tab - Document Card,Button,Preview,Document preview button,Open Doc Preview modal,document.id,Modal open state
Submission Detail,Documents Tab - Document Card,Button,Download,Document download button,Download document file,document.id,GET /api/documents/{id}/download
Submission Detail,Correspondence Tab - Counter Tiles,KPI Card,Total Messages,Count display,Count messages on submission,GET /api/correspondence?submissionId={id},-
Submission Detail,Correspondence Tab - Counter Tiles,KPI Card,Unread,Unread count with status,Count unread messages,messages filtered by unread,-
Submission Detail,Correspondence Tab - Counter Tiles,KPI Card,Last Activity,Relative time + full date,Compute last activity timestamp,messages max(timestamp),-
Submission Detail,Correspondence Tab - Correspondence,Section Header,Correspondence,Main card with unread badge,Render section header,Static text,-
Submission Detail,Correspondence Tab - Thread List - Filters,Search,Search Input,Placeholder: Search subject or message body...,Filter threads by query,User text,Sets ?q=<text>
Submission Detail,Correspondence Tab - Thread List - Filters,Filter Chip,All,Direction filter: all directions,Clear direction filter,?direction URL param,Clears ?direction
Submission Detail,Correspondence Tab - Thread List - Filters,Filter Chip,Inbound,Direction filter: inbound only,Filter to inbound,?direction URL param,Sets ?direction=inbound
Submission Detail,Correspondence Tab - Thread List - Filters,Filter Chip,Outbound,Direction filter: outbound only,Filter to outbound,?direction URL param,Sets ?direction=outbound
Submission Detail,Correspondence Tab - Thread List - Filters,Button,Clear Filters,Clears applied filters,Clear all filter params,Current URL filter params,Clears all filter params
Submission Detail,Correspondence Tab - Thread Row,Stat,Sender Name,Display: from/to participant,Render sender name,thread.lastSender,-
Submission Detail,Correspondence Tab - Thread Row,Stat,Time,Display: relative time,Render relative timestamp,thread.lastMessageAt + now(),-
Submission Detail,Correspondence Tab - Thread Row,Pill/Badge,Unread Badge,X New badge (if unread),Render unread count badge,thread.unreadCount,-
